ID,Categories,Code,Name,SKU,Description,Short description,attributes,Images,Published,Brand,Published,Datasheet,Stock,In stock?,Sales price,Regular price,Merk,Lengte,Breedte,Module-rendement,Vermogen,MPP-spanning,Kabellengte,MPP vermogen (Maximum Power Point),Hoogte,Nullastspanning,Max. systeemspanning,Kortsluitstroom,Aantal bypassdiodes,Aantal cellen,Gewicht,MPP-stroom,Met aansluitkabel,Met frame,Kleur frame,Celmateriaal,AC-nom. uitgangsvermogen,WiFi,Aantal MPP trackers,Ingebouwde batterij,Ethernet,Netbewaking,Type,Serie
00504,"Solar, Montagematerialen",VDV747662,Van der Valk | ValkSolarFix | Schroef,vdv747662,Het Nederlandse bedrijf Van der Valk Solar Systems is al sinds 1963 systeemleverancier. Zij leveren al sinds 2011 aan Libra Energy. Van der Valk Solar Systems biedt een divers aanbod van montagesystemen. Met de Van der Valk Solar Systems designtool is het heel eenvoudig om een legplan voor ieder dak te berekenen.<br /><h2>Kenmerken van Van der Valk Solar Systems</h2><br /><ul><li>Snelle en betrouwbare leveringen dankzij grote voorraden</li><li> Systemen toepasbaar op elk type dak of ondergrond</li><li> Diverse systemen ook leverbaar als kant-en-klare kits</li><li>Goede en snelle service </li><li> Snelle montage dankzij voormontage</li></ul><br />,"Schuin en/of Plat dak | 747662 | Hout | Isolatiedikte 8-12cm<br></br><a href=""https://pimassetsprdst.blob.core.windows.net/assets/apc_Original/62/81/416281.htm"">Datasheet</a>  <br></br> ","[{'code': 'Brand', 'name': 'Merk', 'type': 'text', 'value': 'Van der Valk '}, {'code': 'Series', 'name': 'Serie', 'type': 'text', 'value': 'ValkSolarFix '}, {'code': 'Type', 'name': 'Type', 'type': 'text', 'value': 'ValkSolarFix '}, {'code': 'EF026087', 'name': 'Hoogte montageplaat', 'type': 'float', 'value': '20 '}, {'code': 'EF021742', 'name': 'Breedte montageplaat', 'type': 'float', 'value': '315 '}, {'code': 'EF021743', 'name': 'Lengte montageplaat', 'type': 'float', 'value': '315 '}, {'code': 'EF012659', 'name': 'Geschikt voor bevestiging als afdak/zonnescherm', 'type': 'checkbox', 'value': 'Nee'}, {'code': 'EF012653', 'name': 'Geschikt voor bevestiging op plat dak', 'type': 'checkbox', 'value': 'Ja'}, {'code': 'EF012656', 'name': 'Geschikt voor indak bevestiging', 'type': 'checkbox', 'value': 'Nee'}, {'code': 'EF012651', 'name': 'Geschikt voor gevelbevestiging', 'type': 'checkbox', 'value': 'Nee'}, {'code': 'EF012654', 'name': 'Geschikt voor bevestiging in open terrein', 'type': 'checkbox', 'value': 'Nee'}, {'code': 'EF012658', 'name': 'Geschikt voor bevestiging als gevelelement', 'type': 'checkbox', 'value': 'Nee'}, {'code': 'EF012652', 'name': 'Geschikt voor bevestiging op schuin dak', 'type': 'checkbox', 'value': 'Ja'}, {'code': 'EF000996', 'name': 'Verstelbaar', 'type': 'checkbox', 'value': 'Ja'}, {'code': 'EF012657', 'name': 'Dakperforatie noodzakelijk', 'type': 'checkbox', 'value': 'Nee'}, {'code': 'EF000118', 'name': 'Met montageplaat', 'type': 'checkbox', 'value': 'Ja'}, {'code': 'EF012492', 'name': 'Oriëntatie', 'type': 'text', 'value': 'Horizontaal/verticaal '}, {'code': 'EF006280', 'name': 'Verankeringswijze', 'type': 'text', 'value': 'Overig '}, {'code': 'EF000139', 'name': 'Oppervlaktebescherming', 'type': 'text', 'value': 'Geen (onbehandeld) '}, {'code': 'EF004579', 'name': 'Dakbedekking', 'type': 'text', 'value': 'Bitumen '}, {'code': 'EF002169', 'name': 'Materiaal', 'type': 'text', 'value': 'Aluminium '}]",https://shop.libra.energy/media/cache/sylius_shop_api_product_large_thumbnail/c0/7e/c87dd6926c6c65b1ae5cf50aabd0.png,True,Van der Valk,0,https://pimassetsprdst.blob.core.windows.net/assets/apc_Original/62/81/416281.htm,253,1,,,Van der Valk ,,,,,,,,,,,,,,,,,,,,,,,,,,ValkSolarFix ,ValkSolarFix 
00505,"Solar, Montagematerialen",VDV759003,Van der Valk | ValkBox 3,vdv759003,"<h2></h2><h1>ValkBox 3</h1>De ValkBox 3 is een universele montageset om het voor jou als installateur zo makkelijk mogelijk te maken. Door middel van deze set kan je op bitumen daken met een maximale dakhelling van 5% in de middenzone van het dak gemakkelijk zonnepanelen plaatsen. De paneelmaten die geschikt zijn voor de ValkBox 3 zijn: maximale lengte 1754 mm, maximale breedte 1005 mm, hoogte 28 - 50 mm en met een paneel van circa 19 kg. <br /><h2>Van der Valk</h2>Het Nederlandse bedrijf Van der Valk Solar Systems is al sinds 1963 systeemleverancier. Zij biedt een divers aanbod aan montagesystemen.<br /><h3>Kenmerken van Van der Valk</h3><br /><ul><li>Snelle en betrouwbare leveringen dankzij grote voorraden</li><li>Alle systemen toepasbaar op elk type dak of ondergrond</li><li>Diverse systemen ook leverbaar als kant-en-klare kits</li><li>Snelle montage dankzij voormontage</li><li>Al het montagemateriaal zonnepanelen in zowel portrait als landscape configuratie<br /></li></ul>Met de Van der Valk Designtool is het heel eenvoudig een legplan voor ieder dak te berekenen.","Plat dak | 759003 | ValkBox 3 platte daken | universele montage set<br></br><a href=""https://pimassetsprdst.blob.core.windows.net/assets/apc_Original/27/54/112754.htm"">Datasheet</a>  <br></br> ","[{'code': 'Brand', 'name': 'Merk', 'type': 'text', 'value': 'Van der Valk '}, {'code': 'Series', 'name': 'Serie', 'type': 'text', 'value': 'ValkBox3 '}, {'code': 'Type', 'name': 'Type', 'type': 'text', 'value': 'Kit '}, {'code': 'EF009508', 'name': 'Hoogte aan de bovenzijde', 'type': 'float', 'value': '0.45 m'}, {'code': 'EF000167', 'name': 'Gewicht', 'type': 'float', 'value': '5.64 kg'}, {'code': 'EF001295', 'name': 'Kabelkanaal geïntegreerd', 'type': 'checkbox', 'value': 'Ja'}, {'code': 'EF012660', 'name': 'Kabelkanaal optioneel', 'type': 'checkbox', 'value': 'Ja'}, {'code': 'EF000996', 'name': 'Verstelbaar', 'type': 'checkbox', 'value': 'Ja'}, {'code': 'EF012657', 'name': 'Dakperforatie noodzakelijk', 'type': 'checkbox', 'value': 'Nee'}, {'code': 'EF012492', 'name': 'Oriëntatie', 'type': 'text', 'value': 'Horizontaal '}, {'code': 'EF006280', 'name': 'Verankeringswijze', 'type': 'text', 'value': 'Tegel '}, {'code': 'EF000003', 'name': 'Montagewijze', 'type': 'text', 'value': 'Plat dak '}, {'code': 'EF000139', 'name': 'Oppervlaktebescherming', 'type': 'text', 'value': 'Geanodiseerd/geëloxeerd '}, {'code': 'EF004579', 'name': 'Dakbedekking', 'type': 'text', 'value': 'Overig '}, {'code': 'EF002169', 'name': 'Materiaal', 'type': 'text', 'value': 'Aluminium '}]",https://shop.libra.energy/media/cache/sylius_shop_api_product_large_thumbnail/97/a9/73e06bc1a3a00163c3d049a83ec4.png,True,Van der Valk,0,https://pimassetsprdst.blob.core.windows.net/assets/apc_Original/27/54/112754.htm,,0,,,Van der Valk ,,,,,,,,,,,,,,5.64 kg,,,,,,,,,,,,Kit ,ValkBox3 
00506,"Solar, Accessoires",Solis-DLS-W+A,Solis | Datalogging stick WIFI + Antenna,solis-dls-w-a,"Solis is een van de oudste en grootste wereldwijde fabrikant van stringomvormers. Als installateur kun je kiezen uit een complete Solis productlijn van uiterst betrouwbare, betaalbare, kostenefficiënte en innovatieve string-omvormertechnologieën. Deze omvormers worden overal geïnstalleerd en worden op verzoek onderhouden door Libra Energy - om een aanzienlijk langetermijn rendement op investeringen voor de eigenaren te behalen.<br /><br /><b>Kenmerken van Solis</b><br />• Een van de eerste net-omvormer fabrikanten ter wereld<br />• Verticale productie strategie om kwaliteit te waarborgen<br />• Hoge betrouwbaarheid door wereldwijde certificering<br />• Omvormers hebben een nauwkeurig MPPT algoritme<br />• Omvormers hebben een breed inspanningsbereik<br /><br />Libra Energy is het officiële Solis Service Center",,"[{'code': 'Brand', 'name': 'Merk', 'type': 'text', 'value': 'Solis '}]",https://shop.libra.energy/media/cache/sylius_shop_api_product_large_thumbnail/c1/53/f37389ea0098b6ea0945fab2a284.png,True,Solis,0,,1472,1,,,Solis ,,,,,,,,,,,,,,,,,,,,,,,,,,,
00507,"Solar, Montagematerialen",CF100-2050,Esdec | ClickFit | Calzip klem met flens,cf100-2050,ClickFit is als merk een onderdeel van het Nederlandse bedrijf Esdec dat is opgericht in 2004. Het montagesysteem is speciaal ontwikkeld voor schuine daken. Voor ieder schuin dak is een passende oplossing mogelijk.<br /><br /><b>Kenmerken van ClickFit</b><br />• Geschikt voor ieder type zonnepaneel<br />• Een oplossing voor ieder type dak<br />• Calculatietool beschikbaar in onze webshop<br />• 20 jaar garantie<br />• Zeer eenvoudig te installeren,,"[{'code': 'Brand', 'name': 'Merk', 'type': 'text', 'value': 'Esdec '}, {'code': 'Series', 'name': 'Serie', 'type': 'text', 'value': 'ClickFit '}, {'code': 'Type', 'name': 'Type', 'type': 'text', 'value': 'Basic - Standing Seam roof '}, {'code': 'EF012649', 'name': 'Breedte haak', 'type': 'float', 'value': '30 mm'}, {'code': 'EF012659', 'name': 'Geschikt voor bevestiging als afdak/zonnescherm', 'type': 'checkbox', 'value': 'Nee'}, {'code': 'EF012653', 'name': 'Geschikt voor bevestiging op plat dak', 'type': 'checkbox', 'value': 'Ja'}, {'code': 'EF012656', 'name': 'Geschikt voor indak bevestiging', 'type': 'checkbox', 'value': 'Nee'}, {'code': 'EF012651', 'name': 'Geschikt voor gevelbevestiging', 'type': 'checkbox', 'value': 'Nee'}, {'code': 'EF012654', 'name': 'Geschikt voor bevestiging in open terrein', 'type': 'checkbox', 'value': 'Nee'}, {'code': 'EF012658', 'name': 'Geschikt voor bevestiging als gevelelement', 'type': 'checkbox', 'value': 'Nee'}, {'code': 'EF012652', 'name': 'Geschikt voor bevestiging op schuin dak', 'type': 'checkbox', 'value': 'Ja'}, {'code': 'EF000996', 'name': 'Verstelbaar', 'type': 'checkbox', 'value': 'Nee'}, {'code': 'EF000118', 'name': 'Met montageplaat', 'type': 'checkbox', 'value': 'Nee'}, {'code': 'EF000139', 'name': 'Oppervlaktebescherming', 'type': 'text', 'value': 'Overig '}, {'code': 'EF002169', 'name': 'Materiaal', 'type': 'text', 'value': 'Aluminium '}, {'code': 'EF000049', 'name': 'Diepte', 'type': 'float', 'value': '30 '}, {'code': 'EF000008', 'name': 'Breedte', 'type': 'float', 'value': '70 '}, {'code': 'EF000040', 'name': 'Hoogte', 'type': 'float', 'value': '45 '}, {'code': 'EF006009', 'name': 'Met bevestigingsmateriaal', 'type': 'checkbox', 'value': 'Nee'}, {'code': 'EF000010', 'name': 'Uitvoering', 'type': 'text', 'value': 'Klemstuk '}]","https://shop.libra.energy/media/cache/sylius_shop_api_product_large_thumbnail/d8/53/6a27750d289bcea0ba5c8f26f011.png, https://shop.libra.energy/media/cache/sylius_shop_api_product_large_thumbnail/28/6b/0488edbafa55d44e27736e6eef50.png, https://shop.libra.energy/media/cache/sylius_shop_api_product_large_thumbnail/85/9a/8c8d041c081720648500afc7ab6e.png",True,Esdec,0,,35,1,,,Esdec ,,70 ,,,,,,45 ,,,,,,,,,,,,,,,,,,Basic - Standing Seam roof ,ClickFit 
00508,"Solar, Montagematerialen",CF100-3900,Esdec | ClickFit | Shell tixophalte kit,cf100-3900,ClickFit is als merk een onderdeel van het Nederlandse bedrijf Esdec dat is opgericht in 2004. Het montagesysteem is speciaal ontwikkeld voor schuine daken. Voor ieder schuin dak is een passende oplossing mogelijk.<br /><br /><b>Kenmerken van ClickFit</b><br />• Geschikt voor ieder type zonnepaneel<br />• Een oplossing voor ieder type dak<br />• Calculatietool beschikbaar in onze webshop<br />• 20 jaar garantie<br />• Zeer eenvoudig te installeren,"Schuin dak | 1003900<br></br><a href=""https://pimassetsprdst.blob.core.windows.net/assets/apc_Original/58/35/415835.pdf"">Datasheet</a>  <br></br> ","[{'code': 'Brand', 'name': 'Merk', 'type': 'text', 'value': 'Esdec '}, {'code': 'Series', 'name': 'Serie', 'type': 'text', 'value': 'Fasteners '}, {'code': 'Type', 'name': 'Type', 'type': 'text', 'value': 'universal '}, {'code': 'EF000880', 'name': 'Inhoud', 'type': 'float', 'value': '310 '}, {'code': 'EF025155', 'name': 'Netto gewicht', 'type': 'float', 'value': '434 '}, {'code': 'EF000010', 'name': 'Uitvoering', 'type': 'text', 'value': 'Overig '}, {'code': 'EF000160', 'name': 'Verpakking', 'type': 'text', 'value': 'Overig '}, {'code': 'EF000007', 'name': 'Kleur', 'type': 'text', 'value': 'Zwart '}, {'code': 'EF006243', 'name': 'Transparant', 'type': 'checkbox', 'value': 'Nee'}, {'code': 'EF013931', 'name': 'Geschikt voor afdichting met vlas/hennep', 'type': 'checkbox', 'value': 'Nee'}]","https://shop.libra.energy/media/cache/sylius_shop_api_product_large_thumbnail/b0/bc/7c99bd3e6fa3c24d389645fbd07f.png, https://shop.libra.energy/media/cache/sylius_shop_api_product_large_thumbnail/1a/43/e78a1d12527216027e2313948bc5.png, https://shop.libra.energy/media/cache/sylius_shop_api_product_large_thumbnail/4e/c0/4ece8b143b1f4a422055c2545cb7.png",True,Esdec,0,https://pimassetsprdst.blob.core.windows.net/assets/apc_Original/58/35/415835.pdf,31,1,,,Esdec ,,,,,,,,,,,,,,,,,,,,,,,,,,universal ,Fasteners 
00509,"Solar, Montagematerialen",VDV774005,Van der Valk | Borgmoer M8 gecoat,vdv774005,Het Nederlandse bedrijf Van der Valk Solar Systems is al sinds 1963 systeemleverancier. Zij biedt een divers aanbod aan montagesystemen.<br /><br /><b>Kenmerken van Van der Valk</b><br />• Snelle en betrouwbare leveringen dankzij grote voorraden<br />• Alle systemen toepasbaar op elk type dak of ondergrond<br />• Diverse systemen ook leverbaar als kant-en-klare kits<br />• Snelle montage dankzij voormontage<br />• Al het montagemateriaal zonnepanelen in zowel portrait als landscape configuratie<br /><br />Met de Van der Valk Designtool is het heel eenvoudig een legplan voor ieder dak te berekenen.,"Schuin en/of Plat dak | 774005<br></br><a href=""https://pimassetsprdst.blob.core.windows.net/assets/apc_Original/27/61/112761.htm"">Datasheet</a>  <br></br> ","[{'code': 'Brand', 'name': 'Merk', 'type': 'text', 'value': 'Van der Valk '}, {'code': 'Series', 'name': 'Serie', 'type': 'text', 'value': 'Fasteners '}, {'code': 'Type', 'name': 'Type', 'type': 'text', 'value': 'Borgmoer M8 '}, {'code': 'EF003563', 'name': 'Draadmaat (metrisch)', 'type': 'float', 'value': '8 '}, {'code': 'EF003712', 'name': 'Spoed schroefdraad', 'type': 'float', 'value': '1 mm'}, {'code': 'EF000177', 'name': 'Sleutelwijdte', 'type': 'float', 'value': '15 mm'}, {'code': 'EF000040', 'name': 'Hoogte', 'type': 'float', 'value': '8 mm'}, {'code': 'EF006024', 'name': 'Met nylonring', 'type': 'checkbox', 'value': 'Ja'}, {'code': 'EF022707', 'name': 'Linkse draad', 'type': 'checkbox', 'value': 'Nee'}, {'code': 'EF000025', 'name': 'Halogeenvrij', 'type': 'checkbox', 'value': 'Ja'}, {'code': 'EF006319', 'name': 'Zelfborgend', 'type': 'checkbox', 'value': 'Ja'}, {'code': 'EF001758', 'name': 'Type schroefdraad', 'type': 'text', 'value': 'Metrisch '}, {'code': 'EF000010', 'name': 'Uitvoering', 'type': 'text', 'value': 'Overig '}, {'code': 'EF000139', 'name': 'Oppervlaktebescherming', 'type': 'text', 'value': 'Geen (onbehandeld) '}, {'code': 'EF000013', 'name': 'Aandraaivoorziening', 'type': 'text', 'value': 'Buitenzeskant '}, {'code': 'EF013622', 'name': 'Werkzame stof', 'type': 'text', 'value': '1.4301 '}, {'code': 'EF002169', 'name': 'Materiaal', 'type': 'text', 'value': 'Roestvaststaal (RVS) '}, {'code': 'EF001257', 'name': 'Kwaliteitsklasse', 'type': 'text', 'value': 'RVS 304 (V2A) '}]",https://shop.libra.energy/media/cache/sylius_shop_api_product_large_thumbnail/e9/3f/10b76d8050ab2d013fef6cf94710.png,True,Van der Valk,0,https://pimassetsprdst.blob.core.windows.net/assets/apc_Original/27/61/112761.htm,318,1,,,Van der Valk ,,,,,,,,8 mm,,,,,,,,,,,,,,,,,,Borgmoer M8 ,Fasteners 
00510,"Solar, Montagematerialen",VDV729630,Van der Valk | ValkPro+ | Rubber drukverdeler,vdv729630,Het Nederlandse bedrijf Van der Valk Solar Systems is al sinds 1963 systeemleverancier. Zij biedt een divers aanbod aan montagesystemen.<br /><br /><b>Kenmerken van Van der Valk</b><br />• Snelle en betrouwbare leveringen dankzij grote voorraden<br />• Alle systemen toepasbaar op elk type dak of ondergrond<br />• Diverse systemen ook leverbaar als kant-en-klare kits<br />• Snelle montage dankzij voormontage<br />• Al het montagemateriaal zonnepanelen in zowel portrait als landscape configuratie<br /><br />Met de Van der Valk Designtool is het heel eenvoudig een legplan voor ieder dak te berekenen.,"Plat dak | 729630<br></br><a href=""https://pimassetsprdst.blob.core.windows.net/assets/apc_Original/27/61/112761.htm"">Datasheet</a>  <br></br> ","[{'code': 'EF000010', 'name': 'Uitvoering', 'type': 'text', 'value': 'Overig '}, {'code': 'EF002169', 'name': 'Materiaal', 'type': 'text', 'value': 'Overig '}, {'code': 'EF000139', 'name': 'Oppervlaktebescherming', 'type': 'text', 'value': 'Overig '}, {'code': 'EF006009', 'name': 'Met bevestigingsmateriaal', 'type': 'checkbox', 'value': 'Nee'}, {'code': 'Brand', 'name': 'Merk', 'type': 'text', 'value': 'Van der Valk '}, {'code': 'Series', 'name': 'Serie', 'type': 'text', 'value': 'ValkPro+ '}, {'code': 'Type', 'name': 'Type', 'type': 'text', 'value': 'Rubber pressure distributor '}, {'code': 'EF000049', 'name': 'Diepte', 'type': 'float', 'value': '300 mm'}, {'code': 'EF000008', 'name': 'Breedte', 'type': 'float', 'value': '150 mm'}, {'code': 'EF000040', 'name': 'Hoogte', 'type': 'float', 'value': '30 mm'}]",https://shop.libra.energy/media/cache/sylius_shop_api_product_large_thumbnail/03/5b/c5e7bebb6d15ae74885239c745ac.png,True,Van der Valk,0,https://pimassetsprdst.blob.core.windows.net/assets/apc_Original/27/61/112761.htm,344,1,,,Van der Valk ,,150 mm,,,,,,30 mm,,,,,,,,,,,,,,,,,,Rubber pressure distributor ,ValkPro+ 
00511,"Solar, Montagematerialen",VDV756004,Van der Valk | Birdblocker Installation Tool,vdv756004,-,,"[{'code': 'Brand', 'name': 'Merk', 'type': 'text', 'value': 'Van der Valk '}]",,True,Van der Valk,0,,,0,,,Van der Valk ,,,,,,,,,,,,,,,,,,,,,,,,,,,
00512,"Solar, Montagematerialen",VDV738201,Van der Valk | RVS connectorklem,vdv738201,Rvs. connectorklem,"Schuin en/of Plat dak | 738201 | Om PV connector aan paneel te klemmen<br></br><a href=""https://pimassetsprdst.blob.core.windows.net/assets/apc_Original/27/61/112761.htm"">Datasheet</a>  <br></br> ","[{'code': 'EF000010', 'name': 'Uitvoering', 'type': 'text', 'value': 'Klemstuk '}, {'code': 'EF002169', 'name': 'Materiaal', 'type': 'text', 'value': 'Roestvaststaal (RVS) '}, {'code': 'Brand', 'name': 'Merk', 'type': 'text', 'value': 'Van der Valk '}, {'code': 'Series', 'name': 'Serie', 'type': 'text', 'value': 'ValkCableCare '}, {'code': 'Type', 'name': 'Type', 'type': 'text', 'value': 'Connector Clamp '}]","https://shop.libra.energy/media/cache/sylius_shop_api_product_large_thumbnail/74/c9/a4a25ca57f2d1884b0991098ed5f.png, https://shop.libra.energy/media/cache/sylius_shop_api_product_large_thumbnail/10/b4/87a070fe930db059697e5f41a66c.png",True,Van der Valk,0,https://pimassetsprdst.blob.core.windows.net/assets/apc_Original/27/61/112761.htm,1936,1,,,Van der Valk ,,,,,,,,,,,,,,,,,,,,,,,,,,Connector Clamp ,ValkCableCare 
00513,"Solar, Montagematerialen",VDV747680,Van der Valk | ValkSolarFix | Beton,vdv747680,-,"Plat dak | D.m.v. betonanker| Isolatiedikte 2-28 cm | Incl. montageset<br></br><a href=""https://pimassetsprdst.blob.core.windows.net/assets/apc_Original/62/81/416281.htm"">Datasheet</a>  <br></br> ","[{'code': 'EF026087', 'name': 'Hoogte montageplaat', 'type': 'float', 'value': '20 '}, {'code': 'EF021742', 'name': 'Breedte montageplaat', 'type': 'float', 'value': '315 '}, {'code': 'EF021743', 'name': 'Lengte montageplaat', 'type': 'float', 'value': '315 '}, {'code': 'EF012659', 'name': 'Geschikt voor bevestiging als afdak/zonnescherm', 'type': 'checkbox', 'value': 'Nee'}, {'code': 'EF012653', 'name': 'Geschikt voor bevestiging op plat dak', 'type': 'checkbox', 'value': 'Ja'}, {'code': 'EF012656', 'name': 'Geschikt voor indak bevestiging', 'type': 'checkbox', 'value': 'Nee'}, {'code': 'EF012651', 'name': 'Geschikt voor gevelbevestiging', 'type': 'checkbox', 'value': 'Nee'}, {'code': 'EF012654', 'name': 'Geschikt voor bevestiging in open terrein', 'type': 'checkbox', 'value': 'Nee'}, {'code': 'EF012658', 'name': 'Geschikt voor bevestiging als gevelelement', 'type': 'checkbox', 'value': 'Nee'}, {'code': 'EF012652', 'name': 'Geschikt voor bevestiging op schuin dak', 'type': 'checkbox', 'value': 'Ja'}, {'code': 'EF000996', 'name': 'Verstelbaar', 'type': 'checkbox', 'value': 'Ja'}, {'code': 'EF012657', 'name': 'Dakperforatie noodzakelijk', 'type': 'checkbox', 'value': 'Ja'}, {'code': 'EF000118', 'name': 'Met montageplaat', 'type': 'checkbox', 'value': 'Ja'}, {'code': 'EF012492', 'name': 'Oriëntatie', 'type': 'text', 'value': 'Horizontaal/verticaal '}, {'code': 'EF006280', 'name': 'Verankeringswijze', 'type': 'text', 'value': 'Overig '}, {'code': 'EF000139', 'name': 'Oppervlaktebescherming', 'type': 'text', 'value': 'Geen (onbehandeld) '}, {'code': 'EF004579', 'name': 'Dakbedekking', 'type': 'text', 'value': 'Bitumen '}, {'code': 'EF002169', 'name': 'Materiaal', 'type': 'text', 'value': 'Aluminium '}, {'code': 'Brand', 'name': 'Merk', 'type': 'text', 'value': 'Van der Valk '}, {'code': 'Series', 'name': 'Serie', 'type': 'text', 'value': 'ValkSolarFix '}, {'code': 'Type', 'name': 'Type', 'type': 'text', 'value': 'ValkSolarFix '}]",https://shop.libra.energy/media/cache/sylius_shop_api_product_large_thumbnail/7a/38/1a789312b9a9fd4bc730d777eae7.png,True,Van der Valk,0,https://pimassetsprdst.blob.core.windows.net/assets/apc_Original/62/81/416281.htm,224,1,,,Van der Valk ,,,,,,,,,,,,,,,,,,,,,,,,,,ValkSolarFix ,ValkSolarFix 
00514,"Solar, Accessoires",SE-ANT-ZBWIFI-KIT,"SolarEdge, Antenna kit voor WiFi",se-ant-zbwifi-kit,"SolarEdge combineert geavanceerde digitale besturingstechnologie met een efficiënte architectuur voor energieconversie om superieure oplevering van zonne-energie en de allerbeste betrouwbaarheid te bereiken. <b>Belangrijkste punten van SolarEdge systemen</b>- Omvormers speciaal ontworpen om te werken met Power Optimizers- Superieure efficiëntie- Uitstekende betrouwbaarheid met standaard 12 jaar garantie (uitbreidbaar tot 20 of 25 jaar)- Klein, lichtgewicht en eenvoudig te installeren- IP65 - Voor installatie binnen en buiten- Geïntegreerde bescherming tegen vlambogen en snelle uitschakeling- Alle SolarEdge omvormers zijn gecertificeerd","SolarEdge, Antenna kit voor WiFi<br></br><a href=""https://pimassetsprdst.blob.core.windows.net/assets/apc_Original/75/27/11967527.pdf"">Datasheet</a>  <br></br> ","[{'code': 'Brand', 'name': 'Merk', 'type': 'text', 'value': 'SolarEdge '}]","https://shop.libra.energy/media/cache/sylius_shop_api_product_large_thumbnail/56/7b/c68d2ac749f1ae7f31383a1a5209.png, https://shop.libra.energy/media/cache/sylius_shop_api_product_large_thumbnail/31/23/20a336de6a6acdc5d3a310c30718.png, https://shop.libra.energy/media/cache/sylius_shop_api_product_large_thumbnail/92/40/87ce3a5f3b23378d021af0c6a65e.png",True,SolarEdge,0,https://pimassetsprdst.blob.core.windows.net/assets/apc_Original/75/27/11967527.pdf,1112,1,,,SolarEdge ,,,,,,,,,,,,,,,,,,,,,,,,,,,
00515,"Solar, Montagematerialen",CF100-3030,Esdec | ClickFit | Eindkap,cf100-3030,ClickFit is als merk een onderdeel van het Nederlandse bedrijf Esdec dat is opgericht in 2004. Het montagesysteem is speciaal ontwikkeld voor schuine daken. Voor ieder schuin dak is een passende oplossing mogelijk.<br /><br /><b>Kenmerken van ClickFit</b><br />• Geschikt voor ieder type zonnepaneel<br />• Een oplossing voor ieder type dak<br />• Calculatietool beschikbaar in onze webshop<br />• 20 jaar garantie<br />• Zeer eenvoudig te installeren,"Schuin dak | 1003030 | Zwart<br></br><a href=""https://pimassetsprdst.blob.core.windows.net/assets/apc_Original/56/20/415620.pdf"">Datasheet</a>  <br></br> ","[{'code': 'Brand', 'name': 'Merk', 'type': 'text', 'value': 'Esdec '}, {'code': 'Series', 'name': 'Serie', 'type': 'text', 'value': 'ClickFit '}, {'code': 'Type', 'name': 'Type', 'type': 'text', 'value': 'Basic - Accessory '}, {'code': 'EF000049', 'name': 'Diepte', 'type': 'float', 'value': '36 mm'}, {'code': 'EF000008', 'name': 'Breedte', 'type': 'float', 'value': '72 mm'}, {'code': 'EF000040', 'name': 'Hoogte', 'type': 'float', 'value': '36 mm'}, {'code': 'EF006009', 'name': 'Met bevestigingsmateriaal', 'type': 'checkbox', 'value': 'Nee'}, {'code': 'EF000010', 'name': 'Uitvoering', 'type': 'text', 'value': 'Eindkap '}, {'code': 'EF002169', 'name': 'Materiaal', 'type': 'text', 'value': 'Overig '}, {'code': 'EF000139', 'name': 'Oppervlaktebescherming', 'type': 'text', 'value': 'Overig '}]","https://shop.libra.energy/media/cache/sylius_shop_api_product_large_thumbnail/57/b6/a6d893be25203cf3f80533a1be26.png, https://shop.libra.energy/media/cache/sylius_shop_api_product_large_thumbnail/34/25/24d960683e6db7c73d8b118bfde3.png, https://shop.libra.energy/media/cache/sylius_shop_api_product_large_thumbnail/e4/c2/16a269e3d06bd423bd8e97b3581d.png",True,Esdec,0,https://pimassetsprdst.blob.core.windows.net/assets/apc_Original/56/20/415620.pdf,523,1,,,Esdec ,,72 mm,,,,,,36 mm,,,,,,,,,,,,,,,,,,Basic - Accessory ,ClickFit 
